OLDREVID,NEWREVID,USER_IS_IP,USER_IS_BOT,USER_AGE,USER_BLKED_BEFORE,USER_BLKED_EVER,USER_PAGE_ZERO_SIZE,USER_PAGE_ZERO_EN_WARNINGS,USER_PAGE_SIZE_CHANGE,USER_EDITS_TOTAL,USER_EDITS_HOUR,USER_EDITS_DAY,USER_EDITS_WEEK,USER_EDITS_MONTH,USER_EDITS_DENSITY,PAGE_AGE,PAGE_EDITS_TOTAL,PAGE_EDITS_HOUR,PAGE_EDITS_DAY,PAGE_EDITS_WEEK,PAGE_EDITS_MONTH,PAGE_EDITS_DENSITY,COMM_LEN,COMM_HAS_SECT,COMM_LEN_NO_SECT,COMM_VAND,SIZE_ARTICLE,SIZE_CHANGE_RESULT,SIZE_CHANGE_CHURN_CHARS,SIZE_CHANGE_CHURN_BLKS,HIST_REP_USER,HIST_REP_ARTICLE,HIST_REP_COUNTRY,HIST_USER_HAS_RB,HASH_REVERTED,HASH_REC_DIVERSITY,WT_NO_DELAY,WT_DELAYED,WT_DELAY_DIFF,LANG_ALL_CHAR_REP,LANG_ALL_UCASE,LANG_ALL_ALPHA,LANG_ALL_LONG_TOKEN,LANG_ALL_MARKUP,LANG_ALL_MARKUP_IMPACT,LANG_EN_PROFANE_SMALL,LANG_EN_PROFANE_SMALL_IMPACT,LANG_EN_PROFANE_BIG,LANG_EN_PROFANE_BIG_IMPACT,LANG_EN_PRONOUN,LANG_EN_PRONOUN_IMPACT,PREV_TIME_AGO,PREV_USER_IS_IP,PREV_USER_SAME,NEXT_TIME_AHEAD,NEXT_USER_IS_IP,NEXT_USER_SAME,NEXT_COMMENT_VAND,URL,VANDALISM_TYPE
328081216,328087926,False,False,0.0,False,False,0,0.0,719.0,1.0,1.0,1.0,1.0,1.0,0.0,137388680,167.0,2.0,3.0,3.0,5.0,822686.706587,194,False,194,False,341.0,-4534.0,5228.0,54.0,0.0,0.0,0.008379,False,True,0.857143,0.958354,0.708271,-0.250083,4.0,0.037815,0.697947,10.0,-29.0,-0.006396,-1.0,-0.000221,-7.0,-0.001544,3.0,0.000662,2990.0,False,False,21.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=328087926&oldid=328081216,0
329602194,329941997,False,False,1396.0,False,True,2069,1.0,556.0,5.0,5.0,5.0,5.0,5.0,279.2,122125619,446.0,1.0,1.0,2.0,5.0,273824.257848,16,True,0,False,6255.0,110.0,109.0,1.0,1.997289,0.0,0.008427,True,True,0.857143,0.802818,0.708271,-0.094547,2.0,0.147727,0.807339,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.036364,152427.0,True,False,50.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=329941997&oldid=329602194,0
329510971,329652186,True,False,32822857.0,False,False,5232,3.0,711.0,19.0,1.0,1.0,1.0,1.0,1727518.789474,184936360,686.0,1.0,4.0,6.0,12.0,269586.530612,0,False,0,False,11324.0,-69.0,99.0,3.0,0.0,0.908845,0.102437,False,True,0.857143,0.638532,0.608974,-0.029559,2.0,0.0,0.866667,6.0,-2.0,-0.028986,1.0,0.014493,1.0,0.014493,0.0,0.0,60717.0,False,False,26.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=329652186&oldid=329510971,0
328750753,329033956,True,False,3364834.0,False,False,0,0.0,1615.0,2.0,1.0,1.0,1.0,1.0,1682417.0,246547887,1337.0,1.0,1.0,6.0,21.0,184403.804787,0,False,0,False,20889.0,13.0,13.0,1.0,0.0,0.31352,0.126344,False,True,0.857143,0.731452,0.840908,0.109456,2.0,0.0,0.769231,4.0,0.0,0.0,5.0,0.384615,1.0,0.076923,1.0,0.076923,113266.0,True,False,3.0,False,False,True,http://en.wikipedia.org/w/index.php?diff=329033956&oldid=328750753,0
328759169,329203247,False,False,97695611.0,False,False,32340,0.0,380.0,3829.0,10.0,10.0,10.0,22.0,25514.654218,183634983,806.0,1.0,1.0,2.0,30.0,227834.966501,128,False,128,True,32649.0,29.0,29.0,1.0,0.0,0.019543,0.00855,False,False,0.857143,0.443492,0.402033,-0.041459,2.0,0.125,0.827586,7.0,0.0,0.0,0.0,0.0,1.0,0.034483,0.0,0.0,170542.0,True,False,2842.0,False,False,False,http://en.wikipedia.org/w/index.php?diff=329203247&oldid=328759169,0
327851779,328240973,True,False,0.0,False,False,0,0.0,646.0,1.0,1.0,1.0,1.0,1.0,0.0,256832359,579.0,1.0,1.0,5.0,14.0,443579.2038,0,False,0,False,6760.0,-1032.0,1069.0,7.0,0.0,1.596225,0.127858,False,True,0.571429,0.731452,0.708271,-0.023181,0.0,0.0,0.785714,4.0,-3.0,-0.002907,3.0,0.002907,0.0,0.0,0.0,0.0,193636.0,False,False,60.0,True,True,False,http://en.wikipedia.org/w/index.php?diff=328240973&oldid=327851779,0
329995048,330098003,False,False,45382702.0,False,False,2607,0.0,0.0,1854.0,1.0,2.0,8.0,100.0,24478.264293,132670997,201.0,1.0,2.0,3.0,7.0,660054.711443,149,False,149,True,4134.0,5.0,37.0,3.0,0.447395,0.914885,0.008376,True,False,0.857143,0.34074,0.219943,-0.120797,0.0,0.0,0.904762,11.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,55442.0,False,False,59411.0,True,False,False,http://en.wikipedia.org/w/index.php?diff=330098003&oldid=329995048,0
329798019,329798290,True,False,150.0,False,False,0,,,3.0,3.0,3.0,3.0,3.0,50.0,171926332,257.0,3.0,3.0,3.0,3.0,668974.054475,29,True,0,False,11412.0,32.0,30.0,2.0,0.0,0.0,0.127894,False,False,0.285714,0.24694,0.013843,-0.233096,0.0,0.12,0.833333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,True,True,818.0,True,True,False,http://en.wikipedia.org/w/index.php?diff=329798290&oldid=329798019,0
328359700,328359886,True,False,235.0,False,True,862,0.0,1538.0,3.0,3.0,3.0,3.0,3.0,78.333333,28676662,18642.0,5.0,54.0,289.0,1707.0,1538.28248,8,True,0,False,56366.0,40.0,38.0,2.0,1.999421,10.209545,0.132907,True,True,0.428571,0.731452,0.040699,-0.690753,2.0,0.181818,0.578947,7.0,1.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,108.0,False,False,91.0,True,True,False,http://en.wikipedia.org/w/index.php?diff=328359886&oldid=328359700,0
327617923,328197574,True,False,37496640.0,True,True,33629,17.0,0.0,146.0,1.0,1.0,1.0,4.0,256826.30137,201496577,593.0,1.0,1.0,3.0,4.0,339791.866779,0,False,0,False,15727.0,22.0,21.0,2.0,0.029882,0.0,0.102523,True,False,0.714286,0.731452,0.908711,0.17726,0.0,0.0,0.809524,5.0,0.0,0.0,0.0,0.0,1.0,0.045455,0.0,0.0,280346.0,False,False,333.0,True,True,False,http://en.wikipedia.org/w/index.php?diff=328197574&oldid=327617923,0
